lemma,freq,freq_class,rank,prop,cum_sum_prop
finne,162,5,81,0.0011650820591746617,0.4755188930282065
spørsmål,162,5,81,0.0011650820591746617,0.47668397508738114
skje,160,5,82,0.0011506983300490486,0.4778346734174302
sak,158,5,83,0.0011363146009234354,0.47897098801835364
tenke,158,5,83,0.0011363146009234354,0.4801073026192771
tidlig,158,5,83,0.0011363146009234354,0.4812436172202005
selv,157,5,84,0.001129122736360629,0.48237273995656116
mann,156,5,85,0.0011219308717978222,0.48349467082835895
holde,155,5,86,0.0011147390072350158,0.484609409835594
slik,154,6,87,0.0011075471426722093,0.48571695697826617
fortelle,153,6,88,0.0011003552781094026,0.4868173122563756
møte,151,6,89,0.0010859715489837894,0.48790328380535936
alt,150,6,90,0.001078779684420983,0.48898206348978035
øke,150,6,90,0.001078779684420983,0.49006084317420134
samme,150,6,90,0.001078779684420983,0.49113962285862234
sted,145,6,91,0.0010428203616069502,0.49218244322022925
lenge,142,6,92,0.0010212447679185306,0.4932036879881478
forhold,141,6,93,0.001014052903355724,0.49421774089150355
alle,138,6,94,9.924773096673042e-4,0.49521021820117084
spille,137,6,95,9.852854451044978e-4,0.49619550364627535
gammel,136,6,96,9.780935805416913e-4,0.49717359722681703
problem,136,6,96,9.780935805416913e-4,0.4981516908073587
klar,134,6,97,9.637098514160781e-4,0.4991154006587748
kamp,132,6,98,9.49326122290465e-4,0.5000647267810653
regjering,128,6,99,9.205586640392388e-4,0.5009852854451045
snakke,127,6,100,9.133667994764323e-4,0.501898652244581
begynne,125,6,101,8.989830703508191e-4,0.5027976353149317
måte,124,6,102,8.917912057880126e-4,0.5036894265207198
gjelde,122,6,103,8.774074766623995e-4,0.5045668339973821
høy,121,6,104,8.702156120995929e-4,0.5054370496094818
offentlig,121,6,104,8.702156120995929e-4,0.5063072652215813
mulig,119,6,105,8.558318829739799e-4,0.5071630971045553
vinne,119,6,105,8.558318829739799e-4,0.5080189289875293
finnes,118,6,106,8.486400184111733e-4,0.5088675690059404
følge,118,6,106,8.486400184111733e-4,0.5097162090243517
bilde,117,6,107,8.414481538483667e-4,0.5105576571782
uke,116,6,108,0.00083425628928556015,0.5113919134674856
vanskelig,116,6,108,0.00083425628928556015,0.5122261697567712
parti,115,6,109,8.270644247227536e-4,0.5130532341814938
grunn,114,6,110,8.198725601599471e-4,0.5138731067416539
sitte,111,6,111,7.982969664715274e-4,0.5146714037081254
stemme,111,6,111,7.982969664715274e-4,0.5154697006745969
synes,111,6,111,7.982969664715274e-4,0.5162679976410685
historie,109,6,112,7.839132373459143e-4,0.5170519108784143
klare,108,6,113,7.767213727831077e-4,0.5178286322511975
president,107,6,114,7.695295082203012e-4,0.5185981617594178
samtidig,106,6,115,7.623376436574947e-4,0.5193604994030753
ofte,105,6,116,7.551457790946881e-4,0.5201156451821699
side,105,6,116,7.551457790946881e-4,0.5208707909612647
bil,104,6,117,7.479539145318815e-4,0.5216187448757965
million,104,6,117,7.479539145318815e-4,0.5223666987903284
jobbe,103,6,118,0.00074076204996907495,0.5231074608402975
mor,103,6,118,0.00074076204996907495,0.5238482228902666
stille,103,6,118,0.00074076204996907495,0.5245889849402356
mål,101,6,119,7.263783208434619e-4,0.5253153632610791
ting,101,6,119,7.263783208434619e-4,0.5260417415819225
leve,99,6,120,7.119945917178487e-4,0.5267537361736404
velge,99,6,120,7.119945917178487e-4,0.5274657307653582
ansvar,98,6,121,7.048027271550423e-4,0.5281705334925133
far,98,6,121,7.048027271550423e-4,0.5288753362196683
krone,98,6,121,7.048027271550423e-4,0.5295801389468233
utvalg,98,6,121,7.048027271550423e-4,0.5302849416739784
eksempel,97,6,122,6.976108625922357e-4,0.5309825525365707
spørre,97,6,122,6.976108625922357e-4,0.5316801633991629
kjenne,96,6,123,6.904189980294291e-4,0.5323705823971923
vid,96,6,123,6.904189980294291e-4,0.5330610013952217
by,95,6,124,6.832271334666225e-4,0.5337442285286883
føre,95,6,124,6.832271334666225e-4,0.534427455662155
kvinne,95,6,124,6.832271334666225e-4,0.5351106827956216
statsminister,95,6,124,6.832271334666225e-4,0.5357939099290883
lese,93,6,125,6.688434043410095e-4,0.5364627533334292
nær,93,6,125,6.688434043410095e-4,0.5371315967377702
vei,93,6,125,6.688434043410095e-4,0.5378004401421113
bygge,92,6,126,6.616515397782029e-4,0.5384620916818894
ord,92,6,126,6.616515397782029e-4,0.5391237432216677
samfunn,92,6,126,6.616515397782029e-4,0.5397853947614458
svær,92,6,126,6.616515397782029e-4,0.5404470463012241
veldig,92,6,126,6.616515397782029e-4,0.5411086978410022
høre,89,6,127,6.400759460897833e-4,0.5417487737870921
kveld,89,6,127,6.400759460897833e-4,0.5423888497331818
deres,88,6,128,6.328840815269767e-4,0.5430217338147088
familie,88,6,128,6.328840815269767e-4,0.5436546178962358
internasjonal,88,6,128,6.328840815269767e-4,0.5442875019777628
sende,88,6,128,6.328840815269767e-4,0.5449203860592897
arbeid,87,6,129,6.256922169641701e-4,0.5455460782762539
skape,87,6,129,6.256922169641701e-4,0.5461717704932181
tillegg,87,6,129,6.256922169641701e-4,0.5467974627101823
bra,86,6,130,6.185003524013635e-4,0.5474159630625836
amerikansk,85,6,131,6.113084878385571e-4,0.5480272715504222
slå,85,6,131,6.113084878385571e-4,0.5486385800382607
vente,85,6,131,6.113084878385571e-4,0.5492498885260992
leder,84,6,132,6.041166232757505e-4,0.549854005149375
støtte,84,6,132,6.041166232757505e-4,0.5504581217726507
trenge,84,6,132,6.041166232757505e-4,0.5510622383959265
valg,84,6,132,6.041166232757505e-4,0.5516663550192022
lage,83,6,133,5.969247587129439e-4,0.5522632797779152
full,82,6,134,5.897328941501373e-4,0.5528530126720653
område,82,6,134,5.897328941501373e-4,0.5534427455662155
bidra,81,6,135,5.825410295873309e-4,0.5540252865958029
hvilken,81,6,135,5.825410295873309e-4,0.5546078276253902
medlem,81,6,135,5.825410295873309e-4,0.5551903686549775
person,81,6,135,5.825410295873309e-4,0.5557729096845648
reise,81,6,135,5.825410295873309e-4,0.5563554507141522
samarbeid,81,6,135,5.825410295873309e-4,0.5569379917437395
penge,80,6,136,5.753491650245243e-4,0.557513340908764
rekke,80,6,136,5.753491650245243e-4,0.5580886900737885
bok,79,6,137,5.681573004617177e-4,0.5586568473742503
fall,79,6,137,5.681573004617177e-4,0.5592250046747119
økonomisk,79,6,137,5.681573004617177e-4,0.5597931619751737
selskap,79,6,137,5.681573004617177e-4,0.5603613192756354
lite,78,6,138,5.609654358989111e-4,0.5609222847115343
skole,78,6,138,5.609654358989111e-4,0.5614832501474332
bo,77,7,139,5.537735713361046e-4,0.5620370237187693
forstå,77,7,139,5.537735713361046e-4,0.5625907972901054
huske,77,7,139,5.537735713361046e-4,0.5631445708614415
kjøpe,77,7,139,5.537735713361046e-4,0.5636983444327777
politi,77,7,139,5.537735713361046e-4,0.5642521180041138
særlig,77,7,139,5.537735713361046e-4,0.5648058915754498
dårlig,76,7,140,5.465817067732981e-4,0.5653524732822232
krav,76,7,140,5.465817067732981e-4,0.5658990549889964
ung,76,7,140,5.465817067732981e-4,0.5664456366957697
forslag,74,7,141,5.321979776476849e-4,0.5669778346734174
kreve,74,7,141,5.321979776476849e-4,0.5675100326510651
betale,73,7,142,5.250061130848784e-4,0.56803503876415
bety,73,7,142,5.250061130848784e-4,0.5685600448772349
kalle,73,7,142,5.250061130848784e-4,0.5690850509903197
sen,73,7,142,5.250061130848784e-4,0.5696100571034046
debatt,72,7,143,5.178142485220719e-4,0.5701278713519267
faktisk,71,7,144,5.106223839592653e-4,0.5706384937358859
grad,71,7,144,5.106223839592653e-4,0.5711491161198452
hus,71,7,144,5.106223839592653e-4,0.5716597385038045
lag,71,7,144,5.106223839592653e-4,0.5721703608877637
neste,71,7,144,5.106223839592653e-4,0.572680983271723
din,70,7,145,5.034305193964587e-4,0.5731844137911195
la,70,7,145,5.034305193964587e-4,0.5736878443105159
føle,69,7,146,4.962386548336521e-4,0.5741840829653496
jobb,69,7,146,4.962386548336521e-4,0.5746803216201832
kjøre,69,7,146,4.962386548336521e-4,0.5751765602750168
plass,69,7,146,4.962386548336521e-4,0.5756727989298506
selge,69,7,146,4.962386548336521e-4,0.5761690375846842
sikre,69,7,146,4.962386548336521e-4,0.5766652762395179
spesiell,69,7,146,4.962386548336521e-4,0.5771615148943515
ulik,69,7,146,4.962386548336521e-4,0.5776577535491851
enkelt,68,7,147,0.00048904679027084565,0.578146800339456
film,68,7,147,0.00048904679027084565,0.5786358471297268
hvem,68,7,147,0.00048904679027084565,0.5791248939199977
krig,68,7,147,0.00048904679027084565,0.5796139407102685
oppleve,68,7,147,0.00048904679027084565,0.5801029875005393
politikk,68,7,147,0.00048904679027084565,0.5805920342908102
svare,68,7,147,0.00048904679027084565,0.581081081081081
be,67,7,148,4.8185492570803907e-4,0.5815629360067891
fortsette,67,7,148,4.8185492570803907e-4,0.5820447909324972
sikker,67,7,148,4.8185492570803907e-4,0.5825266458582052
myndighet,66,7,149,4.746630611452325e-4,0.5830013089193504
død,65,7,150,4.6747119658242597e-4,0.5834687801159328
håpe,65,7,150,4.6747119658242597e-4,0.5839362513125153
kjent,65,7,150,4.6747119658242597e-4,0.5844037225090977
mulighet,65,7,150,4.6747119658242597e-4,0.5848711937056801
spill,65,7,150,4.6747119658242597e-4,0.5853386649022626
bruk,64,7,151,4.602793320196194e-4,0.5857989442342821
dere,64,7,151,4.602793320196194e-4,0.5862592235663018
egentlig,64,7,151,4.602793320196194e-4,0.5867195028983214
kommune,64,7,151,4.602793320196194e-4,0.5871797822303411
løp,64,7,151,4.602793320196194e-4,0.5876400615623607
medium,64,7,151,4.602793320196194e-4,0.5881003408943802
virke,64,7,151,4.602793320196194e-4,0.5885606202263999
drive,63,7,152,4.5308746745681286e-4,0.5890137076938567
fast,63,7,152,4.5308746745681286e-4,0.5894667951613135
lede,63,7,152,4.5308746745681286e-4,0.5899198826287704
minutt,63,7,152,4.5308746745681286e-4,0.5903729700962271
slutt,63,7,152,4.5308746745681286e-4,0.590826057563684
statsråd,63,7,152,4.5308746745681286e-4,0.5912791450311408
begge,62,7,153,4.458956028940063e-4,0.5917250406340347
dra,62,7,153,4.458956028940063e-4,0.5921709362369287
handle,62,7,153,4.458956028940063e-4,0.5926168318398228
lov,62,7,153,4.458956028940063e-4,0.5930627274427168
prøve,62,7,153,4.458956028940063e-4,0.5935086230456108
spiller,62,7,153,4.458956028940063e-4,0.5939545186485048
avis,61,7,154,4.3870373833119976e-4,0.594393222386836
enig,61,7,154,4.3870373833119976e-4,0.5948319261251672
foto,61,7,154,4.3870373833119976e-4,0.5952706298634984
hjelpe,61,7,154,4.3870373833119976e-4,0.5957093336018296
hverandre,61,7,154,4.3870373833119976e-4,0.5961480373401608
lokal,61,7,154,4.3870373833119976e-4,0.596586741078492
navn,61,7,154,4.3870373833119976e-4,0.5970254448168232
alvorlig,60,7,155,4.315118737683932e-4,0.5974569566905916
falle,60,7,155,4.315118737683932e-4,0.59788846856436
miljø,60,7,155,4.315118737683932e-4,0.5983199804381284
organisasjon,60,7,155,4.315118737683932e-4,0.5987514923118967
politiker,60,7,155,4.315118737683932e-4,0.5991830041856652
privat,60,7,155,4.315118737683932e-4,0.5996145160594336
riktig,60,7,155,4.315118737683932e-4,0.6000460279332019
situasjon,60,7,155,4.315118737683932e-4,0.6004775398069704
forelder,59,7,156,4.2432000920558665e-4,0.6009018598161759
ramme,59,7,156,4.2432000920558665e-4,0.6013261798253815
rolle,59,7,156,4.2432000920558665e-4,0.6017504998345871
svar,59,7,156,4.2432000920558665e-4,0.6021748198437927
utvikling,59,7,156,4.2432000920558665e-4,0.6025991398529983
venn,59,7,156,4.2432000920558665e-4,0.6030234598622038
ansatt,58,7,157,4.171281446427801e-4,0.6034405880068466
tale,58,7,157,4.171281446427801e-4,0.6038577161514894
arbeide,57,7,158,4.0993628007997355e-4,0.6042676524315694
endring,57,7,158,4.0993628007997355e-4,0.6046775887116493
flytte,57,7,158,4.0993628007997355e-4,0.6050875249917294
gutt,57,7,158,4.0993628007997355e-4,0.6054974612718094
publikum,57,7,158,4.0993628007997355e-4,0.6059073975518893
samle,57,7,158,4.0993628007997355e-4,0.6063173338319693
starte,57,7,158,4.0993628007997355e-4,0.6067272701120493
virksomhet,57,7,158,4.0993628007997355e-4,0.6071372063921292
hennes,56,7,159,4.0274441551716697e-4,0.6075399508076463
lære,56,7,159,4.0274441551716697e-4,0.6079426952231636
lav,56,7,159,4.0274441551716697e-4,0.6083454396386807
nordmann,56,7,159,4.0274441551716697e-4,0.6087481840541978
pris,56,7,159,4.0274441551716697e-4,0.6091509284697151
stadig,56,7,159,4.0274441551716697e-4,0.6095536728852322
utfordring,56,7,159,4.0274441551716697e-4,0.6099564173007493
vond,56,7,159,4.0274441551716697e-4,0.6103591617162666
åpne,55,7,160,3.9555255095436045e-4,0.6107547142672209
endre,55,7,160,3.9555255095436045e-4,0.6111502668181753
kort,55,7,160,3.9555255095436045e-4,0.6115458193691297
miste,55,7,160,3.9555255095436045e-4,0.611941371920084
enkel,54,7,161,3.8836068639155387e-4,0.6123297326064756
flertall,54,7,161,3.8836068639155387e-4,0.6127180932928671
hard,54,7,161,3.8836068639155387e-4,0.6131064539792587
lett,54,7,161,3.8836068639155387e-4,0.6134948146656503
like,54,7,161,3.8836068639155387e-4,0.6138831753520417
prosjekt,54,7,161,3.8836068639155387e-4,0.6142715360384333
ringe,54,7,161,3.8836068639155387e-4,0.6146598967248249
slippe,54,7,161,3.8836068639155387e-4,0.6150482574112164
snar,54,7,161,3.8836068639155387e-4,0.615436618097608
vurdere,54,7,161,3.8836068639155387e-4,0.6158249787839996
bedrift,53,7,162,3.8116882182874734e-4,0.6162061476058283
fredag,53,7,162,3.8116882182874734e-4,0.6165873164276571
periode,53,7,162,3.8116882182874734e-4,0.6169684852494858
utvikle,53,7,162,3.8116882182874734e-4,0.6173496540713145
datter,52,7,163,3.7397695726594076e-4,0.6177236310285805
feil,52,7,163,3.7397695726594076e-4,0.6180976079858465
måned,52,7,163,3.7397695726594076e-4,0.6184715849431124
selvsagt,52,7,163,3.7397695726594076e-4,0.6188455619003783
dø,51,7,164,3.6678509270313424e-4,0.6192123469930815
fin,51,7,164,3.6678509270313424e-4,0.6195791320857845
informasjon,51,7,164,3.6678509270313424e-4,0.6199459171784877
melde,51,7,164,3.6678509270313424e-4,0.6203127022711908
musikk,51,7,164,3.6678509270313424e-4,0.620679487363894
regel,51,7,164,3.6678509270313424e-4,0.621046272456597
time,51,7,164,3.6678509270313424e-4,0.6214130575493002
trekke,51,7,164,3.6678509270313424e-4,0.6217798426420034
knytte,50,7,165,3.5959322814032766e-4,0.6221394358701436
plan,50,7,165,3.5959322814032766e-4,0.622499029098284
poeng,50,7,165,3.5959322814032766e-4,0.6228586223264243
representant,50,7,165,3.5959322814032766e-4,0.6232182155545647
verdi,50,7,165,3.5959322814032766e-4,0.623577808782705
virkelig,50,7,165,3.5959322814032766e-4,0.6239374020108454
form,49,7,166,3.5240136357752113e-4,0.6242898033744229
jente,49,7,166,3.5240136357752113e-4,0.6246422047380004
styrke,49,7,166,3.5240136357752113e-4,0.6249946061015779
klokke,48,7,167,3.4520949901471455e-4,0.6253398156005926
resultat,48,7,167,3.4520949901471455e-4,0.6256850250996073
vanlig,48,7,167,3.4520949901471455e-4,0.6260302345986221
alternativ,47,7,168,3.38017634451908e-4,0.6263682522330739
anbefale,47,7,168,3.38017634451908e-4,0.6267062698675259
åpen,47,7,168,3.38017634451908e-4,0.6270442875019777
gasskraftverk,47,7,168,3.38017634451908e-4,0.6273823051364297
glad,47,7,168,3.38017634451908e-4,0.6277203227708815
handling,47,7,168,3.38017634451908e-4,0.6280583404053335
hevde,47,7,168,3.38017634451908e-4,0.6283963580397854
økonomi,47,7,168,3.38017634451908e-4,0.6287343756742373
søndag,47,7,168,3.38017634451908e-4,0.6290723933086892
styre,47,7,168,3.38017634451908e-4,0.6294104109431411
tanke,47,7,168,3.38017634451908e-4,0.6297484285775931
teknologi,47,7,168,3.38017634451908e-4,0.6300864462120449
andre,46,7,169,3.3082576988910145e-4,0.630417271981934
behov,46,7,169,3.3082576988910145e-4,0.6307480977518232
formuesskatt,46,7,169,3.3082576988910145e-4,0.6310789235217122
hjelp,46,7,169,3.3082576988910145e-4,0.6314097492916013
løsning,46,7,169,3.3082576988910145e-4,0.6317405750614904
makt,46,7,169,3.3082576988910145e-4,0.6320714008313796
ordning,46,7,169,3.3082576988910145e-4,0.6324022266012687
rask,46,7,169,3.3082576988910145e-4,0.6327330523711577
tape,46,7,169,3.3082576988910145e-4,0.6330638781410468
valgmannstemme,46,7,169,3.3082576988910145e-4,0.633394703910936
fotball,45,7,170,3.2363390532629487e-4,0.6337183378162622
gruppe,45,7,170,3.2363390532629487e-4,0.6340419717215885
lørdag,45,7,170,3.2363390532629487e-4,0.6343656056269148
nødvendig,45,7,170,3.2363390532629487e-4,0.6346892395322411
opptatt,45,7,170,3.2363390532629487e-4,0.6350128734375674
europeisk,44,7,171,3.1644204076348835e-4,0.6353293154783309
forrige,44,7,171,3.1644204076348835e-4,0.6356457575190944
forsøke,44,7,171,3.1644204076348835e-4,0.6359621995598579
fri,44,7,171,3.1644204076348835e-4,0.6362786416006214
kontakt,44,7,171,3.1644204076348835e-4,0.6365950836413848
lege,44,7,171,3.1644204076348835e-4,0.6369115256821484
tiltak,44,7,171,3.1644204076348835e-4,0.6372279677229118
avtale,43,7,172,3.0925017620068177e-4,0.6375372178991126
bestemme,43,7,172,3.0925017620068177e-4,0.6378464680753132
passe,43,7,172,3.0925017620068177e-4,0.6381557182515138
redusere,43,7,172,3.0925017620068177e-4,0.6384649684277146
sentral,43,7,172,3.0925017620068177e-4,0.6387742186039153
sykehus,43,7,172,3.0925017620068177e-4,0.6390834687801159
tett,43,7,172,3.0925017620068177e-4,0.6393927189563167
trolig,43,7,172,3.0925017620068177e-4,0.6397019691325173
linje,42,7,173,3.0205831163787524e-4,0.6400040274441552
mamma,42,7,173,3.0205831163787524e-4,0.6403060857557931
seier,42,7,173,3.0205831163787524e-4,0.6406081440674309
sjanse,42,7,173,3.0205831163787524e-4,0.6409102023790688
uttale,42,7,173,3.0205831163787524e-4,0.6412122606907067
varsle,42,7,173,3.0205831163787524e-4,0.6415143190023446
delta,41,7,174,2.9486644707506866e-4,0.6418091854494196
grense,41,7,174,2.9486644707506866e-4,0.6421040518964947
høst,41,7,174,2.9486644707506866e-4,0.6423989183435698
par,41,7,174,2.9486644707506866e-4,0.6426937847906449
rik,41,7,174,2.9486644707506866e-4,0.6429886512377199
statlig,41,7,174,2.9486644707506866e-4,0.643283517684795
tall,41,7,174,2.9486644707506866e-4,0.6435783841318701
drepe,40,7,175,2.8767458251226214e-4,0.6438660587143823
fattig,40,7,175,2.8767458251226214e-4,0.6441537332968945
følelse,40,7,175,2.8767458251226214e-4,0.6444414078794068
forklare,40,7,175,2.8767458251226214e-4,0.6447290824619191
henge,40,7,175,2.8767458251226214e-4,0.6450167570444313
ledelse,40,7,175,2.8767458251226214e-4,0.6453044316269436
merke,40,7,175,2.8767458251226214e-4,0.6455921062094558
øye,40,7,175,2.8767458251226214e-4,0.6458797807919682
positiv,40,7,175,2.8767458251226214e-4,0.6461674553744804
redd,40,7,175,2.8767458251226214e-4,0.6464551299569926
skille,40,7,175,2.8767458251226214e-4,0.646742804539505
søster,40,7,175,2.8767458251226214e-4,0.6470304791220172
statskirkeordning,40,7,175,2.8767458251226214e-4,0.6473181537045294
tydelig,40,7,175,2.8767458251226214e-4,0.6476058282870417
betydelig,39,7,176,2.8048271794945556e-4,0.6478863110049912
diskutere,39,7,176,2.8048271794945556e-4,0.6481667937229406
fly,39,7,176,2.8048271794945556e-4,0.6484472764408901
naturlig,39,7,176,2.8048271794945556e-4,0.6487277591588395
religion,39,7,176,2.8048271794945556e-4,0.649008241876789
treffe,39,7,176,2.8048271794945556e-4,0.6492887245947384
betydning,38,8,177,2.7329085338664903e-4,0.6495620154481251
kone,38,8,177,2.7329085338664903e-4,0.6498353063015118
kunst,38,8,177,2.7329085338664903e-4,0.6501085971548983
milliard,38,8,177,2.7329085338664903e-4,0.650381888008285
oppgave,38,8,177,2.7329085338664903e-4,0.6506551788616717
rødgrønn,38,8,177,2.7329085338664903e-4,0.6509284697150584
språk,38,8,177,2.7329085338664903e-4,0.6512017605684449
tilfelle,38,8,177,2.7329085338664903e-4,0.6514750514218316
bred,37,8,178,2.6609898882384245e-4,0.6517411504106555
erklære,37,8,178,2.6609898882384245e-4,0.6520072493994793
glede,37,8,178,2.6609898882384245e-4,0.6522733483883032
homofil,37,8,178,2.6609898882384245e-4,0.652539447377127
kirkelig,37,8,178,2.6609898882384245e-4,0.6528055463659508
personlig,37,8,178,2.6609898882384245e-4,0.6530716453547747
skade,37,8,178,2.6609898882384245e-4,0.6533377443435985
tvil,37,8,178,2.6609898882384245e-4,0.6536038433324224
vedtak,37,8,178,2.6609898882384245e-4,0.6538699423212462
aktuell,36,8,179,2.5890712426103593e-4,0.6541288494455072
dele,36,8,179,2.5890712426103593e-4,0.6543877565697682
føde,36,8,179,2.5890712426103593e-4,0.6546466636940294
levere,36,8,179,2.5890712426103593e-4,0.6549055708182904
natt,36,8,179,2.5890712426103593e-4,0.6551644779425514
slett,36,8,179,2.5890712426103593e-4,0.6554233850668124
syk,36,8,179,2.5890712426103593e-4,0.6556822921910734
understreke,36,8,179,2.5890712426103593e-4,0.6559411993153345
båt,35,8,180,2.5171525969822935e-4,0.6561929145750327
eventuell,35,8,180,2.5171525969822935e-4,0.656444629834731
farlig,35,8,180,2.5171525969822935e-4,0.6566963450944292
fremre,35,8,180,2.5171525969822935e-4,0.65694806035412745
hånd,35,8,180,2.5171525969822935e-4,0.6571997756138256
kjempe,35,8,180,2.5171525969822935e-4,0.6574514908735238
lik,35,8,180,2.5171525969822935e-4,0.6577032061332221
marked,35,8,180,2.5171525969822935e-4,0.6579549213929203
mat,35,8,180,2.5171525969822935e-4,0.6582066366526186
muslim,35,8,180,2.5171525969822935e-4,0.6584583519123168
peke,35,8,180,2.5171525969822935e-4,0.658710067172015
såkalt,35,8,180,2.5171525969822935e-4,0.6589617824317132
sammenheng,35,8,180,2.5171525969822935e-4,0.6592134976914115
sønn,35,8,180,2.5171525969822935e-4,0.6594652129511097
tak,35,8,180,2.5171525969822935e-4,0.659716928210808
telle,35,8,180,2.5171525969822935e-4,0.6599686434705062
trene,35,8,180,2.5171525969822935e-4,0.6602203587302043
ende,34,8,181,2.445233951354228e-4,0.6604648821253398
forbindelse,34,8,181,2.445233951354228e-4,0.6607094055204752
grunnlag,34,8,181,2.445233951354228e-4,0.6609539289156107
interesse,34,8,181,2.445233951354228e-4,0.661198452310746
klubb,34,8,181,2.445233951354228e-4,0.6614429757058815
kontroll,34,8,181,2.445233951354228e-4,0.6616874991010169
kultur,34,8,181,2.445233951354228e-4,0.6619320224961524
kunstner,34,8,181,2.445233951354228e-4,0.6621765458912878
regne,34,8,181,2.445233951354228e-4,0.6624210692864232
